"","kg_km2","X","Y","X.utm","Y.utm","month","year","depth","CHL","TMP_sst","TMP_bot","dox.bot","nit","pho","sal","poc"
"4247",9.97042683716488,18.4406666666667,40.64975,790.921045843036,4505.57679117256,7,2018,124.5,0.123971410433903,25.7064075469971,14.3891324996948,217.341720581055,0.48316076340638,0.0705758638893972,38.6553630139235,7.39593839645386
"4283",6.48415135429595,18.2736666666667,40.70975,776.549929548936,4511.69894869385,7,2018,119.5,0.112808818388138,25.6501140594482,14.3450775146484,216.865463256836,0.499866558205102,0.0675132307859946,38.6180122191533,8.364990234375
"4311",9.70765764766933,18.7229166666667,41.8663333333333,808.990348250498,4641.63656609923,7,2018,116.5,0.134797951966098,25.6352062225342,15.3403978347778,212.786682128906,0.400641496930925,0.0530183138831699,38.7353485596043,8.65060234069824
"4354",8.50972987622171,18.48575,40.0575833333333,797.319971847597,4439.97456290149,8,2018,49.5,0.0532392098484537,28.1548404693604,27.7155818939209,185.815826416016,0.42224022444948,0.00899592700046369,37.9495942736306,3.74798798561096
"4355",10.8331675479212,18.5180833333333,40.0319166666667,800.197062729159,4437.23002307008,8,2018,91,0.0532392098484537,28.1548404693604,27.7155818939209,185.815826416016,0.42224022444948,0.00899592700046369,37.9495942736306,3.74798798561096
"4501",10.1813620846683,18.4528333333333,40.2893333333333,793.511805964181,4465.59016008315,8,2018,79,0.105960104633612,28.2060413360596,15.8754453659058,229.504470825195,0.219693235691576,0.018934696491808,38.2482669300216,13.2587537765503
"4596",7.91844172670728,18.2663333333333,40.5929166666667,776.4072588547,4498.69620685806,7,2018,91.5,0.164411827593833,25.6935234069824,15.118143081665,223.169906616211,0.246089935224581,0.0353600199545403,38.2899655190023,13.2517547607422
"5013",13.1804404789251,15.7179166666667,42.3344166666667,559.142618709167,4687.15489551341,8,2018,124.5,0.0854012771113351,27.8861331939697,13.7475528717041,215.951950073242,0.498375374759503,0.0865114943238888,38.6999004355004,8.02697658538818
"5065",11.4470829573671,15.7164166666667,43.1596666666667,558.241226952994,4778.79852876811,7,2018,133.5,0.113522990396666,24.7468605041504,13.5839309692383,221.703002929688,0.365964637867065,0.0594966018567975,38.7541682989748,8.59555721282959
"5082",8.96078647410297,15.6001666666667,43.5983333333333,548.444017921823,4827.43346067472,7,2018,191.5,0.134593317517366,23.6395282745361,14.4298248291016,218.756759643555,0.176927569573588,0.0472273541873679,38.6194786285574,12.9851331710815
"5102",8.16418249783847,15.4073333333333,42.43525,533.500825947326,4698.17816803505,8,2018,148,0.0760552338959415,27.7950706481934,13.1842966079712,222.079025268555,0.576838354188004,0.0927387992713262,38.7196391722981,5.95000267028809
"5106",7.85036857155463,17.171,42.6364166666667,677.99803902978,4722.72367996791,7,2018,172,0.0952173911574044,24.9714641571045,15.0081987380981,215.362457275391,0.531850092047773,0.067961518359051,38.7934831050824,5.90136528015137
"5108",9.64447603126665,15.251,42.5349166666667,520.612231917216,4709.19886012707,8,2018,152.5,0.0762586753724284,27.6609859466553,12.9805507659912,219.615173339844,0.532512430406856,0.0879091139214382,38.7254685299277,6.42687034606934
"5152",11.2380444624391,17.242,43.1085,682.423002555534,4775.30337922707,7,2018,52,0.0469303655624013,24.0773029327393,21.6116504669189,220.628326416016,0.0150373054643029,0.0082724616174136,38.4645253727355,3.1028413772583
"5185",9.06463683241749,17.1709166666667,42.8168333333333,677.474576358924,4742.75678563754,7,2018,85.5,0.0944474105641177,24.0357131958008,16.4302654266357,225.296295166016,0.0127754297888629,0.0199206789284691,38.6515594635587,15.5032653808594
"5207",9.72834896162235,15.3489166666667,42.0295833333333,528.881691911983,4653.12156279462,8,2018,61,0.20041848078709,28.0093669891357,16.3281917572021,231.936584472656,0.612072623811394,0.0213378951444268,37.8103908596967,22.9359741210938
"5237",13.2354624889305,14.2361666666667,44.99425,439.794800195306,4982.5898304385,7,2018,52.5,0.0896056786012693,24.2983589172363,16.1893539428711,249.740921020508,0.00940361653187592,0.0151436754061662,38.6668775245068,10.3340034484863
"5241",8.56048176565954,14.6471666666667,42.468,470.996995247629,4701.80014486151,8,2018,103,0.15980064521793,27.6410732269287,14.4126434326172,216.248916625977,0.527691840747149,0.0816515566691665,38.4806213671463,17.2292041778564
"5254",13.1243910150412,15.26625,42.00175,522.045437917409,4650.01034582183,8,2018,30.5,0.207455797912413,28.0204734802246,16.7025299072266,235.931762695312,0.659679707702529,0.0222270286635963,37.7810177241692,24.3648281097412
"5295",10.6893065126167,15.1123333333333,43.0571666666667,509.144892884884,4767.172909283,8,2018,257.5,0.0627313813884262,27.3630409240723,12.2153186798096,225.734725952148,0.765439852731224,0.0949890835970339,38.773567661354,2.03643870353699
